phase,condition,step_size,rec_gain,rec_low,rec_high,ground_gain,ground_low,ground_high
sft,uniform,0.000755813334472431,7.950933650135994e-05,-7.067456608638168e-05,0.00024272731970995665,0.00024499325081706047,0.0001624741475097835,0.00032762959599494926
sft,atoms_uniform,0.000755813334472431,0.0010720957070589066,0.0006645585992373527,0.0015003999578766525,0.000705142505466938,0.000531947473064065,0.0008831113227643069
sft,atoms_optimized,0.000755813334472431,0.006688312161713839,0.005643857223913073,0.007769050321076065,0.005084055010229349,0.004407083359546959,0.005755336955189705
sft,atoms_AB,0.000755813334472431,0.00040475185960531235,-0.000170744932256639,0.0009736484382301567,0.00033858511596918106,-1.4538888353854417e-05,0.0006919653387740252
sft,atoms_A,0.000755813334472431,0.001242426224052906,0.0002247750177048147,0.002257221541367471,0.000360613688826561,-9.256922639906406e-05,0.0008571450598537921
sft,atoms_B,0.000755813334472431,4.201196134090424e-06,-0.0005813626106828451,0.0005849259905517097,0.00032499246299266815,-0.00011642711469903589,0.0007967697572894394
sft,atoms_AB_matched,0.000755813334472431,9.377114474773407e-05,-0.0002630325732752681,0.000453910895157605,0.00016541220247745514,1.6404199413955216e-06,0.00032605137676000584
sft,random_atoms_AB,0.000755813334472431,0.0012826528400182724,0.0007959085167385637,0.0018332062056288124,0.0014440380036830902,0.0010587324621155858,0.0018247055704705415
sft,tasks_AB,0.000755813334472431,0.0005013034678995609,0.0004156365874223411,0.0005902864853851497,0.00038855569437146187,0.00028807935304939745,0.0004965642117895184
sft,raw_pool_optimized,0.000755813334472431,0.018718114588409662,0.016111559770070016,0.021356420812662688,0.015311429742723703,0.011300977098289876,0.01933947996003553
rl,uniform,0.000755813334472431,-0.00037164101377129555,-0.00040460880845785143,-0.00033896489767357705,-0.00021316856145858765,-0.00023357976460829376,-0.0001926896977238357
rl,atoms_uniform,0.000755813334472431,-0.0007233233191072941,-0.0007945919875055552,-0.0006509420461952687,-0.00038173235952854156,-0.0004270140896551311,-0.00033444163855165246
rl,atoms_optimized,0.000755813334472431,0.00011012190952897072,5.2882335148751734e-05,0.00016904239309951661,0.00021899491548538208,0.00014016947243362666,0.00030011688359081744
rl,atoms_AB,0.000755813334472431,0.00011012190952897072,5.2882335148751734e-05,0.00016904239309951661,0.00021899491548538208,0.00014016947243362666,0.00030011688359081744
rl,atoms_A,0.000755813334472431,-0.0015550395473837852,-0.0018020077957771718,-0.0013220090069808066,-0.0006640423089265823,-0.0007619294803589583,-0.0005650918930768967
rl,atoms_B,0.000755813334472431,0.00011012190952897072,5.2882335148751734e-05,0.00016904239309951661,0.00021899491548538208,0.00014016947243362666,0.00030011688359081744
rl,atoms_AB_matched,0.000755813334472431,-3.174040466547012e-05,-7.52042280510068e-05,2.09492049179971e-05,4.603154957294464e-05,2.5811255909502507e-06,9.011188521981235e-05
rl,random_atoms_AB,0.000755813334472431,8.436385542154312e-05,-3.3315562177449465e-05,0.0002315884688869118,9.794533252716064e-05,3.1624920666217804e-05,0.00016321053262799973
rl,tasks_AB,0.000755813334472431,-9.536603465676308e-05,-0.00011554914526641369,-7.540002698078752e-05,-0.00016586016863584518,-0.0001910415943711996,-0.00014093517092987894
rl,raw_pool_optimized,0.000755813334472431,0.0030501242727041245,0.00268659635912627,0.003435516625177115,0.0031900093890726566,0.002786063903477043,0.003598554735071957
rl,transfer_atoms_A,0.000755813334472431,-0.00016940059140324593,-0.00021468164632096887,-0.00012355450307950379,-9.021582081913948e-05,-0.00010796781862154603,-7.289103232324124e-05
rl,transfer_atoms_B,0.000755813334472431,-0.00022917753085494041,-0.0002823148854076862,-0.00017674955306574703,-0.00012553110718727112,-0.0001593919936567545,-9.007868357002735e-05
rl,transfer_atoms_AB,0.000755813334472431,-0.00021055294200778008,-0.0002545322058722377,-0.00016544344834983348,-0.00011458341032266617,-0.00014056547079235315,-8.833950851112607e-05
rl,transfer_atoms_AB_matched,0.000755813334472431,-0.0002827737480401993,-0.0003184818895533681,-0.00024842454586178065,-0.00016613630577921867,-0.00018971932586282493,-0.0001428085146471858
